,customer_id,LOCATION_NUMBER,VENDOR
47,T3PR0JO,0,85 85 85 85 391 391
48,P6I0H2R,0,195 195 195 195 195 78 195
49,VT0Z8V9,0,193
50,HBLGAXG,0,303 303 303
51,KXGTTXE,0,225 303 225
52,MSZLX2A,0,81 303 303 180
53,1WUPJGN,0,221 221 221 221 221 221 221 221 221 221 221 104 300 145 221 221
54,MOGAMGX,0,300 4 4 4 81 81 81 81 4 180
55,AJ9WM61,0,81 33 4 33 81 303 303 303
56,T2XWPU1,0,110 110 110 110
57,VDY1B1V,0,81 81 81 81 81 81 81 81 81 81 221 81 81
58,O7O130D,0,4 4
59,NPO5O5W,0,180
60,KZHIUNS,0,33
61,T6PX280,0,33 4 4 4 33 4 33 4
62,O7K6KY6,0,115 221 115
63,LLXSRZN,0,259
64,XOIAMO3,0,4 13 4 4 13 13
65,X6FWXXL,0,13
66,318RTJF,0,13 4 13
67,PH2CZRN,0,4 4 180 4
68,FWNWSYH,0,4 4 81 4 221 13 274 4 81 274 81 274 81 180 180 300 221 180 81
69,RFZNXM7,0,288 106 75
70,20E1IQT,0,221
71,FWNWSYH,1,4
72,8FALCPS,0,193 193 193 105 105 105
73,VE6IAW5,0,300 300 300 300 300 300 300 300 300 300 300
74,Y0NMMTW,0,157 157 180 419 207 92 92
75,90HT14J,0,157 201 201
77,22EG11G,0,4 180
78,WNB9LPJ,0,104 81 104 81 4 104 4 180 104 104 4 104 81 104 104 104 4 4
79,9R7Z8H2,0,13
80,TC2H7PX,0,221 221 207 300 300 221 265
82,U31BNUR,0,303 134 303 303 134 110 303 300 265 300 300 134 134 300 134 221 265 180
83,B19DQ80,0,106 106 106
84,EB6UI7F,0,104 180
85,Q9YJZ1Q,0,303 300 300 81 303 303 303 303 33 303 303 221
87,43RZB8B,0,104
88,FRBAFP4,0,180 265 81 180 81 92 180 180 180 81 180 92 180 274 81
90,JHLR9GG,0,303 134 303 303 134 81 134 81 134 303 303 298 303 78 303 303 81 303 274 13 274 310 274 134 115 134 134 259 134 274 221 92
91,EERHFLJ,0,104 180 4 104 81
92,M2GM6HC,0,104 78 104 78 78 78 104 104 78 104 104 104 104 104 104 104 104 78 104 104 195 78 259 104 78 104 104 78 104 78 104 104 4 78 78 274 78 195 78 195 104 419
93,8BZR1IV,0,33 33 33 33 33 33 81
94,YBKB628,0,303 303 303 303
95,OH64IO0,0,310
96,RLOTER7,0,78 78 78 78 259
99,OQF2WQH,0,259 259 78 310 288
100,0NDRIYA,0,104 104 4 104 104 104 104 104
101,4E1QHWW,0,78 78 106 106 78
102,KXXRD9J,0,157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157 157
103,JKXJDSX,0,180 180 195
104,K7XV6Q7,0,78 78 106 78 78 78
105,JBAG0YE,0,201 110 265 288 78 110 110
106,AF20MV6,0,274 81 274 274 274 274 274
107,NFFF7FQ,0,4
108,24BIGYR,0,265
110,NBHQJXI,0,265 78 78 195
111,0HUMB5G,0,105 105 105 105 105
113,5MQBPLB,0,78 78 288
114,9U33UT3,0,193 193 193 193
115,OQ27G1K,0,4 106 104 221 419 78 78 75 110
116,8612ERV,0,78 78
117,IZMDXXS,0,78 310 75 75 310 75 78 75 75 75
118,A46KPEA,0,157 157 157 157 157 157 157 157 157 157 157
119,Q3IYJX0,0,78 104 4 300 78 4 259
120,T4T3XCP,0,303 303 134 134 303 303 92 303 134 274
121,HFV6UDI,0,78
122,CMFIDJ7,0,106
124,HRAMA41,0,115
125,543AJ2U,0,78 78 78 78
127,10W6Y7S,0,303 106 110 106 106 106 106 110 310 274 106 106 106 265 106
128,G5108U3,0,78 195 115 300 78 78 78 78 106
129,E9GLJWS,0,33 92 180 180 180 180 157 180 33 81 33 180
131,T3KF31M,0,180 303 180 303 303 180 303 303 303 13
132,J9XJPG4,0,265 265 265 265 265 265 265 265 265 265 110 110 4
133,IQNDXZJ,0,110
134,48WKJOT,0,106
135,12J3UW6,0,259 75 75 75
136,K3SLMMQ,0,303 33
137,KUK5AXP,0,33 75 188 13 81 75 134
138,EEPZUVF,0,78
139,CQMPL3W,0,157 157 157 157 157 157 157 157
140,NQR774R,0,78
141,J0KENW4,0,75 195 78
142,IVBRGV0,0,250
143,5VGAX6Q,0,134 134 134 134 134
144,V8LQURR,0,75
145,5ISO1P9,0,195 203
147,ZGFSYCZ,0,303 303 303 303 303 274
148,OB15TZY,0,78 78 274 106 78
150,FCPLE31,0,157
151,1R8QYFT,0,221 221 221 300 221
152,1BZZJ8B,0,300
153,88WTEML,0,106 106 225 106 106 106
154,4JFU82B,0,294 105 105 85 105 85
155,P4HOEHG,0,78 265 265 78 78 78 78 265 265 78 78 78 78 265 265
157,0XBEAJO,0,110
159,NIJE0GT,0,92 33 33 110 110 92 92
160,OV0HBA0,0,92
161,Z5QDZ66,0,221
162,81IWBP7,0,85
163,LIF5VM1,0,195
164,CPETDPM,0,148
165,WB681BO,0,271 105
167,0UNTYTD,0,81 81 110 106 78 81
168,4BQI76G,0,105
169,8RRPR7U,0,299 201 201 201 201 201
170,K9VYYXJ,0,310 106 78
171,OWUFK44,0,85 85 105
172,VD82HFH,0,294 195 250 294 391
173,YCWY9IE,0,104 75
174,OARI43L,0,78 78
175,PMTKV28,0,78 78
177,XJL07PO,0,250 250
178,V18BTQ9,0,274 303 4
179,XR0J5DL,0,221
180,CU053IJ,0,300 300 300 221 81 4
181,V6JC4VF,0,105 105 193
183,P22KXPO,0,201 201 81 195 81 81
184,IWOFQNP,0,203 203 203 203 203 203 161 161 203 161
185,QTAM4AO,0,85 85
186,X8NVUI9,0,203
187,6E4TG5L,0,85 85
188,3IZIT9X,0,298 78
190,FO7VVTC,0,75
191,96U4HCA,0,78 78 78
193,3BRZCQK,0,134
194,RYV1HLM,0,105 105 193 193 105
195,BAM8Z8O,0,13 13 13 13 13 13
196,6GW9JIZ,0,207
197,NSE2CP5,0,85 271 105
198,IU5G2MV,0,78 78 78 78 207 207 78 78
200,BYZEDPF,0,85 193 85 85
201,O77ATOH,0,110 110 110 110 33 110 134 110
202,KQKMTKG,0,104 203
203,K607Q94,0,85
204,YYDRRVZ,0,294
205,25AWPGL,0,221 221 75 221 207 134 221 221 134 221 221 75 221 221 221 221 221 134 134 221 75 221 4 221 134 221 225 221 75 221
206,H1ROQQD,0,207 4 4 4 4 33 33
208,HXXSM91,0,4
209,39MGW9L,0,78 78 78 78 78 78
211,7DHXYCH,0,104 104 104
213,8WA8L10,0,265
214,YNHOI8Q,0,195
215,KAXZZDM,0,85 154 154
216,CHOGUPR,0,161 161 161
218,Y0MP6PD,0,203 161
220,P9PGO2N,0,85 105
221,CDFC375,0,197
222,4YP9UQV,0,78 78 78 78
223,49SQWNT,0,78 78 106 78 78 78 81
224,CVBL9KD,0,4
225,NXBSD7Q,0,161 203 161 161 161
226,R1JGIT3,0,75 75 75 110 221 104
227,P97OM97,0,134
228,9XPYHT6,0,195 78 161
229,4AU73XO,0,201
230,IJHNJ90,0,105 105 105 148 85
231,TM7EV52,0,104 207
232,N94XH2T,0,134 134 134 134 134 134 134 221 134 134 134 221 134 134 134 221 221 221 221
233,PQB9ZOG,0,105 105 145
234,6O8CYWX,0,78
236,IB555AJ,0,105 294 294 105 145 104 105 105 105
237,QLDXDPF,0,78 78
238,9AJM2R7,0,180 81 180 180 274
239,08BB1CN,0,148
240,G9ARH06,0,78 78 78 78 78 78 78 78
241,1WQV4JF,0,134 104 81 134 134 134 134 134 134 134
242,436H5RZ,0,104
244,4I5L9CP,0,33 33 288 75 33 33 33 78 104 265
245,3QS2ZC4,0,180
246,QAEWDCD,0,195
247,3Q7TELB,0,203
248,HX76ORD,0,300 300 300 300 300 274 300 300 300 300 300 300 300 300 221 300 300 300 300 300 300 221 300 300 300 274 221 81 81 221 81 221 13 33 81
249,ZA2EWEB,0,294 294 294 294
250,XW90EAP,0,4 13 33 13 13 13 13 13 13 13 33 13 4 13 13 13 13 13 13 13 303 13 13 13 303 13 4 303 298 81 13 13 303 274 298 81 13 13 13 303 13 81 13 4 13 13 13 13 4 81 4 13 81 13 13 13 13 13 13 13 4 81 13 13 13 4 13 81 13 13 13 13 81 13 4 13 13 13 13 13 13 4 13 13 81 13 13 4 13 13 13 13 13 33 13 13 13 13 13 303 303 92
251,6013PWK,0,78 78 106 78 78 78 78 78 78 78 78
253,EC7QSS0,0,85 85 85 85
254,85TWZPD,0,303 92 13
255,478OWMF,0,110 110 78 110 106
257,2WGF9T2,0,92
258,RAES6KP,0,161 161
259,L3EY9BH,0,221 33 221 221 33 33 33 221 221 221
260,NVDVNOO,0,105 199 199 199 199 199
261,FS229TW,0,157
262,M1G3OA3,0,201 193
263,K94CEP2,0,288 288 82 288 82 288 288 82 288 82 82 288 288 288
264,3XYNP2P,0,104
265,NRSDAY3,0,195
266,5U9EJUS,0,145
269,TDF8SHV,0,92 81 92 274 92 92
270,VVJC2WN,0,85 288
271,VLXLNZM,0,105
272,76WDK53,0,33 33 33 92 288 134 288
273,SMSZ1HJ,0,110 274 78 78 78
274,P2JFHS2,0,92 4 180 134 134 134 134 4 180
275,XN02EHS,0,145 145 145
276,ADRN8OK,0,148
277,TE8TOX7,0,201 299 201
278,NW4MCEH,0,299
279,4L1CPE9,0,294 294
280,X2DX17F,0,195 180 274 180 195 81 274 274 195 195 195 274 195
281,IBUJIN8,0,78
282,DB5OJAP,0,193 193 391
283,AUTNX9B,0,78 78 78 78 78 78 78
284,M4GSENV,0,4
287,EAUCO1M,0,274 134 104 221 4 104 33 274 134 104 134 92 104 33 33 92 134
288,Q49CWN5,0,78 78 78 78 78 78 78 78 78
289,JS6I2D5,0,78 115 259 106 78 104 78
290,Y3AK8Y4,0,265
291,3V1MHJ2,0,199 105
292,4SOQGC3,0,78 259
293,XABB70S,0,294 294
294,OYWYUGA,0,195 4 4 195 4 195 4 4 195
295,M7BU6GY,0,197 85 197
296,AZ0OGDU,0,199 199 85 199
297,5AI8FWZ,0,193 193
298,V3N0YIJ,0,161 161
299,NZ5WUJW,0,265 265 265 106
300,7OL6FIQ,0,78 78 78 78 106 78 78 78 106
301,DBPQSQY,0,193 193
302,8YXGH16,0,78 78 157 78 225 225 78
303,PCN86VI,0,78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
304,B28LJKM,0,92 4 134 303 4 110 110 33 92 92 4 33 4 92 92 92 92 92 33 33 92 110 33 92 4 92 4 110 134 92 92 33 92
305,4835XS9,0,391 294
306,8CAR5J8,0,195
307,J97SQB2,0,310
309,9Y5XFT2,0,193 193 193 193 193 193 193 193 193
311,EUYSCBB,0,225 225 225 225 225 225 78 78
312,M6HFK6U,0,265 195
313,ZXPXWIO,0,134 134 4 134
314,ETQS9BS,0,134 265 265 4 265 265
315,WNGEB35,0,154 154
317,OEM4H2A,0,85 115
319,E7QP3CG,0,78
320,FJ5PDVP,0,195 104 195 104 195 195
321,IIPHXPF,0,259 78 157 78
322,A0KACED,0,78 78 225 225 78 201 201 78 78 78 78 78 78 78 78 78 78 78 78 78 78 78
323,LXL4T3C,0,33 33 104 33 104 195 33 104 195 33 33 104 33 33 195 104 33
324,5ZOVXYS,0,195
325,8R7VHU5,0,4 195
327,T6LNIA8,0,193 85 199 199 85
328,52NYHJB,0,356 391
329,X8JYJY3,0,310
330,BEZDILS,0,201 195 195 195
331,YZNHLAP,0,106 207
332,OD336VP,0,105
333,N4F5VWP,0,259 106 78 106 106 106 78 106 157 259
334,QURUHAI,0,81 225
335,FP6IQUM,0,259 4 78
337,H5LGGFX,0,78 78 78 78
338,CYLZB6T,0,4
339,4YKUKYN,0,157 157
341,TVSPG2H,0,105 85 85 105 193 391 193
342,OYLHPF4,0,78 78
343,AV6FKT9,0,85
344,BQG3CJO,0,294 294 294 294 85 294 193
345,EO5GVSI,0,78 78 78 78 78
346,ESRFDR9,0,104
349,ZMO0A3K,0,78 78 78 78 78 78 78 78 78 78
350,X8BK4DW,0,78 78 106 106 106 78 78 78 106 78 78 78 78 78 78 78 78 78 106 78 78 78 78 78 78 106 78 78 78 78 78 106 115 106 78 78 115 78 78 106 78 78 78 78 106 78 78 106 78 78 78 78 78 78
351,KQH8R8C,0,78 78 78 78
352,CF80YUJ,0,105 195 105
353,K9UGDAM,0,104 104 104 104
355,SVFMLCH,0,193
356,3Z3DV1U,0,145 193
357,DFIDHD7,0,105 105
358,DGEEXVO,0,81 33 110 81 104 274 92 265 33 274 274 81 33 207 33 92 134 33 33 33 81
359,35BJMOC,1,300 300 300
360,2TWWD7O,0,180 221 195 195 221 180 195 195 195 195 4 4 195 180 180 195
361,E8ION1G,0,300 300 13 221 13 221 300 221
362,P4UIR87,0,78 265 78 78 78 288 180 265 265 180 180 157 78 78 259 265 265
363,DIQ1RUF,0,92 134 33 274 110 75 81
364,32VMUF3,0,195
365,LATI4VK,0,303 303 303 303 303 303 303
366,1BF95A5,0,134 92 134 134 92 4
367,TL7Z2DM,1,75 75 106 75 207 207 75 207 75 207 75 75 75 75 75 75 75 75 207
368,LLCVVMT,0,310
369,4PUJ4R4,1,300 300 300 300 300 300
371,S9609KN,0,201 201
372,G4DQ1YF,0,265 78
375,HOZGFTV,0,145 145 145 145 145 197
376,5SQI87U,0,78 78 78 78
378,ZH4AIBH,0,134 303 134 300 4
380,ON0VN1N,0,265
381,F1H04U7,0,157 157 157
382,9S4RBIP,0,106 110 106 106 106 110
384,DB9TN5D,0,157 250 157 157 157 259 157 207 157
385,EB8AYOL,0,110 110 265
386,OEYCHXQ,0,78 78 78
387,K22POF9,0,195 75 259 259 115 78 259 310 115
388,1HQG2XD,0,265 310 310 310 265
389,51Y178V,0,75 78
390,QX2H73R,0,259 78
391,N8WINW9,0,157 157
393,DW8D2N6,0,4 4 4
394,OD336VP,1,106
395,5W8VNE1,0,105 105 105 105 105
396,GJ4LZ47,0,82 193 193 193 193 193 193 105 82
397,8AHKGX0,0,78
398,2LS6BMO,0,105 105 148 193 85
399,9SSBE7I,0,104 274 105 33 134 274
400,8RW45PT,0,106 106 221 221 115 78 106 78
402,OK6N5SP,0,110 110 265 78 81
403,VT7GEDC,0,78 157
404,NT74OKD,0,33 265 92 92 265 92 265 33 265 274 265
405,FMT9B7A,0,104
406,42OWATG,0,104
407,0ZU8WW6,0,105 105 105 154 154 154 154 154 154 105 145 145 154 105 145 105 105 145 193 105 105 105 105 105 154
408,0F3YWPW,0,81 78
409,VX8U41B,0,4
410,FY7T803,0,104 104 104 104 104 104 104
411,68L0N3S,0,82
412,6U50NT6,0,85 85
413,HO9JQO3,0,154
414,ABAV063,0,203 106 203 203 203 161 161
415,9UJL2MD,0,274 13
416,236EYXB,1,134
417,SXWR7WC,0,85
418,79V23KF,0,85
419,JDWAYI6,0,85
420,TTPS1K2,0,4 157
421,QE2CHS9,0,115 207 115 207 115 115 85 115 115 115 115 115 115 78 115 115
422,EC2KZW1,0,225 78 265 265 265 75 225 75 265 265 75 265 81
423,V5XISWP,0,203
424,MR6ILXL,0,250
425,QAQ7JMD,0,193 193
426,Q2AC9FH,0,85
427,3P9113W,0,85
428,WUX0W4V,0,92 92 92
429,KSO042S,0,85
431,QXDLX5M,0,85 85 85
432,O6Y6U1F,0,85
434,I3BAXMP,0,193 85
435,SLI9HB9,0,110 78 78 134
436,374IOMA,0,134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134 134
437,R2JHUUZ,0,85
438,5B147F7,0,85 193 250
439,81B25GT,0,193 85 193 193 193
440,UEVFCHM,0,75 300 300 300 419 300
441,NGXUX69,0,105 105
442,X4EU9W2,0,85 180 148 294 154 145
443,Y73XMWN,0,203
444,3QJHTM1,0,299
446,K3WSGUM,0,92 33 33 92 33 92 33
447,GM2YON5,0,207
448,QE2CHS9,1,115
449,2XI0D7K,0,265 134
450,Y39V6UD,0,310 300 33 134 274 134 75 75 75
451,ENTPXG9,0,85
452,088BPLC,0,85
454,Q0ZN5MJ,0,115
455,8Y9TT65,0,154
456,GG8SJLN,0,288
457,HY4W8WE,0,154 154 145
459,ZCP73QX,0,92 310 110 110 110 110 110 110 110 92 92 110 92 92 110 110
460,3P8T2HP,0,299
462,CKRU0MV,0,110 221 221 221
463,PQT841M,0,193
464,YU90KWF,0,105 105 105 105 105
465,D7GQVAR,0,92 78
466,NFJLP1V,0,92 81
468,WUTP79J,0,104 104 104
471,PYX53R1,0,92 134 92 13 92 92 13
472,R1082ZU,0,110 110
473,3SALXXF,0,161 161 161 161 161 161 161 203 161 161 161
474,SNAO0NU,0,161
475,6LKNTQG,0,78 78 78
476,Q0T924D,0,294 105 193 199 294
477,BDD9FSV,0,265 207 265
478,R5XAQ44,0,110
479,EDCSZPM,0,110 110 110 110 110 110 110 110 110 110
480,EEWWR2C,0,134 274 81 104 221 274 300 4 300
481,A5OFONY,0,106
482,CRQ74M6,0,298 92 274 274 81 274 92 4 33
483,NGOPBF8,0,75 75 110
484,NWZNS5P,0,154
485,Q2NSRXZ,0,78 106 78 78 78
486,7AMCAGF,0,154 199 154
487,O49LK57,0,274 274 274 134 274 274 134 274 274
488,ZVFPRG1,1,33
489,0SIOQGR,0,4 4 4 274 274
490,PHM4R50,0,78
491,Q6GRV2D,0,294 154 105 299 82 154 105 299 105 154 105 105 299 82
492,WSJ9IZP,0,78 288 78 145 81 78 250 193 78 250 78 265 78
493,QVZ1NPG,0,145 193
495,JHFSJJN,0,75
496,P2XL30D,0,161
497,MEA2WMG,0,199
498,MICNNLD,0,105 105 105 105
499,CRSL74M,0,157
500,BLDGNI4,0,106 78 78 78 78
501,CIGTFUS,0,78 78 78 78 78 78 78
502,1JMYPSA,0,274 274 274 274 92 92 92 4 180
503,5XCETEN,0,195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 195 207 195 195
504,95DOM9X,0,105 145 105 105
505,V4P64LJ,0,145 193 145 193 193 193 193 193
506,49ESIGB,0,106 110 106
507,B97HZHV,0,106 115 157 106 288 115 115 78
509,2R69MAL,0,193
510,HBM0RJX,0,195 115 78 195 78
512,CRR5IEM,0,299 271 271 193 193 193 294 193 105
513,CZ2OMIL,0,33
514,LXEOMC2,0,299 299
516,AA31G37,0,85
517,WZ8EABA,0,195 78 180
518,0NH5LCU,0,161 161 161 161
519,WLWU8CR,0,4 13 180 81 4 92 104 81
520,APT05AH,0,78 193 110 78 78 78 78 78
521,UNJUDR3,0,145
522,2QOHAEK,0,105
523,FHDIRYD,0,110 110 134 303 303 110 110
524,PNUQ7MF,0,78 225 78
526,9SHNBZL,0,78 78 78 78 78
527,88M1DS6,0,157 78 157
528,MZY25SS,0,85 193
530,JHLR9GG,1,195 274 265 265 221
531,RBG0RBG,0,106 265
532,MARQK8V,0,115 288
534,GU6PACX,0,193 193
535,5V1VWH9,0,78
536,5F2A0JX,0,274 274 33 265
537,MN0XCAL,0,78 106 288 75
539,171PB3P,0,78 78 78 78 78 78 78 78 78 78 78 78 78 78
540,D3BV4G6,0,154
542,T3B3XIT,0,82
543,CLXMEXI,0,105 105 221 105
544,HBM96ZV,0,193 294
545,7D8TY8V,0,105
546,XL85EYW,0,78 78 207 78 207 78 78 78 78 78
547,H4MM1G2,0,104 110
548,9UWP9RI,0,201 288 288 201
549,ZYND98F,0,161 161 161 161 161 161 161 161
550,GUT4W2E,0,148
552,Y2KTJW0,0,85 85 85 85 391 391 85 85 85 85 85 85 85 85 391
553,F6KMTZ0,0,104 4 110 104 195
554,VG99RCB,0,201 259 201 201 201
555,I54CS5I,0,110 110 78 110 110
556,WPQE85F,0,148 148 148 148 148 148 85 148 148 148 148 148 148 148 148 148 148 148 148 148
557,X1DF55Z,0,85
558,179E40X,0,271 271 145 145
559,YBHMEG4,0,161 203 203 203 203
560,K9COSTL,0,310
561,TMM5MSG,0,78 78 78 78 78 78
562,YG6DI8R,0,193 193
565,GMIJLGK,0,199
566,N7AGZT3,0,193 105 193
567,YTD6LYF,0,33 33 33 33
568,YEWZTZV,0,300 81 81 300
570,TUV85NQ,0,145 145
571,17Q7881,0,221 221 221 221 221 221 221 221
572,E8ION1G,1,13 300 300 300 300 13 300 221 4 13
573,T2PK2DJ,0,221 221 221 221 221 221 221 92 221 221 221 221 221 221 221 221
575,WSVG6Y9,1,75 75 75 75 110 110 259 75 75 265 265 265 75 75
577,LATNS5B,0,203 203
581,FOIQ4S7,0,85 85 193 271 85 193
582,NKZSMBH,0,193 193 193 193
583,SGQYNQ1,0,300
584,V2ZLSSQ,0,193
585,9KA6UX0,0,75
586,KA2N5G0,0,303 303 134 134 134 92
587,8SKB0AY,0,300 92 13
589,EL4KP47,0,201
590,4XFG5RG,0,188 188 188 188 274 188 188 188 188
591,6DS9BY0,0,300 195 104 221
592,4UP3UD9,0,75 225
593,ZQ48UKH,0,221 221 221 221 274 274 274 221 221
594,WWJLJYZ,0,310 310 310 265 265 265 265 265 78 265 78 81
595,ANFTQ7O,0,201 201
598,A7B283X,0,33 92
599,K9YK37E,0,81
600,UW3GRD6,0,157 157 157 310 310 157
601,GNWXUXH,0,161
602,CCCSVEG,0,115 78 106 78 78 259 78 115 106
603,HA8E381,0,78 78 78 78 78 78 78
604,N5VDFJ4,0,106 288 259 259 78 106
605,TI2FHS7,0,300 81 300 4 13 4 300 81 300 180 4 134 180 4 300 180 180 274 4 180 81 300 33 300 180 33 33 300 300 300 180 300 180 180 180 221 4
606,VAFWU8M,0,157 157
607,JPEZSZ8,0,85 85 85 148 148 85
608,LH12F3R,0,92 110 92 33
609,HFXH7O7,0,13 303 13 274 13 134
611,2EBAIOX,0,78
612,Y8OGZS1,0,161 161 161 161 161
614,L80H66D,0,157 157 157
615,64WEP9L,0,82
616,DEGVY2C,0,180 180 180 180 180 180
617,AFFRPHQ,0,148 148 105 154 148
618,Y06O17J,0,78 78 78
619,2ENUD7N,0,104
620,1E1RZP5,0,85 85 85
621,CSGUKZ8,0,303 303 303 303 303 303 303 303 274 303 303 303 274 303 303 274 303 303 81 81
622,X9GBGOW,0,85 85 85
623,I8XNEJO,0,75 75
624,RSTCW9A,0,134 134
625,0LFS2HM,0,78 274 274 288 78 259 78
626,PUDTJ3Z,0,85 105 193 85 85 85 85
627,73J34HG,0,92 33
628,ZQQBW60,0,4 188 4 188 188 134 188 33 33 33 134 188
629,L2KC0OR,0,33 33
630,05QSOVV,0,85
631,TA5SXMF,0,148 148 148
632,5EUCEFL,0,134 265 134 134 134 134
633,O4P6IC8,0,193 193 193 193 193 193 193 193 85 193 193 193 193 193
634,K3WSGUM,1,288 265 265 265 265 265 265 274 265 265 288 33 81
636,F8SFBID,0,85 85 85 85
637,C29C92O,0,221 104 104
638,BO8UXUN,0,85
639,71H1BZY,0,85
640,FFEBJ7D,0,33 33 274 33 207 33 33 221 78 81
641,3WZODYM,0,193
642,SP0ZZSZ,0,92 92
643,ZNRMISI,0,85 85 85
644,4D2NDTQ,0,303
645,32I95EF,0,161 161 203 161 161 161 161 203 161 203
646,RL8SYXK,0,161 78 161 161 161 161 203 265 161 265 161 203
647,M03SUQE,1,106 106
649,91YPYSM,0,85 85
650,UINQ05X,0,4 81 274 274 104 33 207 265 274 33 274 110
652,B59246J,0,85 288 288 288 4
653,NX4LU4L,0,78 78 78 78 78 78 78 78 78 78 259 419
654,U9ECWSY,0,161 161 161
655,88R02RZ,0,195 195 78 195 195
656,H6CLZFF,0,85 85 105 105
657,1H9MSFD,0,92 92 92 92 104 104 92 92 92 92 92
658,I3DAUFL,0,300 81
659,FR86QOU,0,85 85 85
660,0DKVTGZ,0,201 201 201 201
661,1Z39OE6,0,265 13 75 300 300 274 78
662,Y2NIKLA,0,265 85
663,MVE42ZS,0,203 203 203 203
664,1VS7MQQ,0,134 33 134
665,WSNYTCQ,0,134 201 303 195 225 259 134
666,0VW2MZF,0,106 310 106 265 274 274 75
667,DTP9C22,0,195
668,J302F4A,0,265 265 265 265 265 78 265 265 265
669,4L3TL1A,0,78 78 195 78
670,MGAWFNJ,0,110 110 110 110
671,3PXT79O,0,134 134 134 134 221 274
672,LM2MH38,0,193 180
674,5ANQ3X4,0,195 195 195 298
675,91OOARV,0,193 193
677,T1F5SV5,0,92 106 288 33
678,6VPSROF,0,78 288 134
680,CWLD5KM,0,92 92 92 104
681,64WEP9L,1,201
682,U0CQCS8,0,105 105 105
683,C1ZL2MU,0,203 161 161 161 161 161 203 161 203 161 161 161
684,IXDEUNK,0,161 161 161 161 161 203
686,TMGFF99,0,195 92 195
688,FUKCTCF,0,294
691,DA7JXVM,0,197 197 105
692,EUGXBFZ,0,145 105 105
693,HHHNDWX,0,78 75 78 78 78
695,TLZI5DG,0,92 104
696,X23B0VE,0,106 288 106
697,T6PX280,1,161 161 203 203 161 161 161 161
698,KHJ5CFI,0,105 154 199 145
699,891G0JF,0,81 195 33 195 195 195 81 195 195 81 195 195 33
700,5O4E3Z3,0,92 92
702,CNDMWUT,0,78 78
703,4G19ENH,0,180 221 13
704,HZVQZ9U,0,92 298 33 134 298 33 134 92
705,ED14FYC,1,104 104 104
706,8IPSABL,0,106 115 106 265
707,LQ49XN6,0,197
708,L5GW3KM,0,145
709,HBC5CNZ,0,197 148 148 148
710,MAFLLWT,0,274 180 81
711,AKT0X0A,0,154
713,P6LZ9L6,0,78 78 78 78 78 78 78
714,LHFSQRK,0,201 201 201 201
715,PZPYWHI,0,154 105 105 145 154
716,24Z5I38,1,75 115 134 134 303 75 265 75 75 81
717,JS32P01,0,78 78 78
719,VQIP8S1,0,300
720,HJUQZSS,0,265 115 195 110 157 195 265 259 265 195 110 265 195 106 134 265 265 265 259
