,vendor_id,vendor_rating2,favorite_by,rated_by,favorite_percentage,rated_percentage,average_price,average_item_sold,latitude,longitude,vendor_category_id,delivery_charge,prepration_time,discount_percentage,status,verified,rank,vendor_rating,one_click_vendor,city_id,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,tag_14,tag_15,tag_16,tag_17,tag_18,tag_19,tag_20,tag_21,tag_22,tag_23,tag_24,tag_25,tag_26,tag_27,tag_28,tag_29,tag_30,tag_31,tag_32,tag_33,tag_34,tag_35,tag_36,tag_37,tag_38,tag_39,tag_40,tag_41,tag_42,tag_43,tag_44,tag_45,tag_46,tag_47,tag_48,tag_49,tag_50,tag_51,tag_52,tag_53,tag_54,tag_55,tag_56,tag_57,tag_58,tag_59,tag_60,tag_61,tag_62,tag_63,tag_64,tag_65,tag_66,tag_67,tag_68,tag_69,tag_70,tag_71,tag_72,tag_73,tag_74,tag_75,tag_76,tag_77,tag_78,tag_79,tag_80,tag_81,tag_82,tag_83,tag_84,tag_85,tag_86,tag_87,tag_88,tag_89,tag_90,tag_91
17,83,4.191056910569106,17.192276422764227,2,0.35365853658536583,0.008130081300813009,4.191056910569106,2.1966653953451876,-0.927944230769241,0.14589954545430453,2.0,0.7,15,0.0,1.0,1,11,4.2,Y,1.0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18,84,3.937669376693767,15.826829268292682,54,0.021798365122615803,0.14634146341463414,3.937669376693767,2.136064082022132,-1.004923076923082,0.07873636363634817,2.0,0.0,14,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,85,3.777142857142857,11.848000000000003,7,0.3942857142857143,0.04,3.777142857142857,1.8130520510161883,-0.6001730769230909,0.7558613636363735,3.0,0.0,15,50.0,1.0,1,11,4.6,Y,1.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,86,3.301980198019802,9.864851485148517,32,0.009900990099009901,0.15841584158415842,3.301980198019802,1.6317020947182344,-0.4981346153846109,0.058017272727297724,3.0,0.0,13,0.0,1.0,1,11,4.5,Y,1.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,90,3.884297520661157,14.472727272727273,19,0.3050847457627119,0.15702479338842976,3.884297520661157,2.600189576847107,-0.6010961538461602,0.0959977272724904,2.0,0.0,14,0.0,1.0,1,1,4.4,Y,1.0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,92,3.9322033898305087,34.45762711864406,24,0.3389830508474576,0.2033898305084746,3.9322033898305087,2.5087985706002818,-0.4921884615384525,0.7441604545452798,2.0,0.7,14,0.0,1.0,1,11,4.6,Y,1.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,104,4.105769230769231,16.69423076923077,13,0.46601941747572817,0.125,4.105769230769231,2.892601779467948,-0.03244230769231637,0.6556363636363828,2.0,0.0,10,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24,105,3.2524038461538463,13.619711538461539,54,0.1951219512195122,0.12980769230769232,3.2524038461538463,2.2959028325170268,-0.9677692307692346,0.0808386363635615,2.0,0.0,12,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25,106,3.826388888888889,15.502777777777773,20,0.2887323943661972,0.1388888888888889,3.826388888888889,2.905661753696759,0.6186153846153633,0.5271931818182224,2.0,0.0,10,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
26,110,4.197802197802198,33.61868131868132,15,0.42857142857142855,0.16483516483516483,4.197802197802198,2.5606496226968853,0.01679230769225694,0.5479409090910177,2.0,0.7,18,35.0,1.0,1,11,4.6,Y,1.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27,113,4.058098591549296,14.369542253521129,55,0.392226148409894,0.09683098591549295,4.058098591549296,1.8378645206449526,0.6301346153846158,0.5270522727271684,2.0,0.0,10,0.0,1.0,1,11,4.7,Y,1.0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
28,115,3.875,11.852500000000003,5,0.46153846153846156,0.125,3.875,2.195286734981248,0.5788653846154262,0.5282704545454561,2.0,0.0,13,0.0,1.0,1,11,4.8,Y,1.0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29,134,3.9805825242718447,26.187378640776704,12,0.36893203883495146,0.11650485436893204,3.9805825242718447,2.0507452614716817,-0.056273076923028055,0.6322886363636278,2.0,0.0,16,0.0,0.0,0,11,4.5,Y,1.0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30,145,3.4155844155844157,9.58311688311688,6,0.22077922077922077,0.07792207792207792,3.4155844155844157,2.3224751307099547,-0.6058922840442468,0.07295305960363639,2.0,0.0,10,0.0,0.0,0,11,3.2,Y,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,148,4.093333333333334,13.677333333333335,11,0.3333333333333333,0.14666666666666667,4.093333333333334,2.610819591989999,-0.4828653846153978,0.07598863636364657,2.0,0.7,16,15.0,1.0,1,11,4.1,Y,1.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,149,3.0,9.80652173913043,5,0.2391304347826087,0.10869565217391304,3.0,1.2567710738967377,-0.027653846153851604,0.5273459090909257,2.0,0.7,15,0.0,0.0,0,11,4.2,Y,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33,154,3.953125,12.909375000000002,8,0.265625,0.125,3.953125,2.3629181551809872,-0.8720192307692582,0.09943409090909214,2.0,0.7,15,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34,157,3.860869565217391,12.920869565217384,16,0.37719298245614036,0.1391304347826087,3.860869565217391,2.0333094353449264,0.05588461538460445,0.5339954545452126,2.0,0.7,15,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,159,3.747191011235955,23.469101123595507,23,0.3352272727272727,0.12921348314606743,3.747191011235955,3.4799685853806177,-0.5998653846153555,0.7562443181818139,2.0,0.0,13,0.0,1.0,1,11,4.5,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36,160,4.655737704918033,10.073770491803279,14,0.18333333333333332,0.22950819672131148,4.655737704918033,1.5901639344262295,-0.9339807692308154,0.08136477272729059,2.0,0.7,14,0.0,1.0,1,11,4.3,Y,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,161,4.195121951219512,11.980487804878043,2,0.23170731707317074,0.024390243902439025,4.195121951219512,2.6150537585091453,-0.8842424245981165,-0.12751908735795908,2.0,0.7,17,0.0,0.0,0,11,4.2,Y,1.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38,176,4.067796610169491,19.961016949152544,6,0.4406779661016949,0.1016949152542373,4.067796610169491,3.128878358187853,-0.4401094895692907,0.6625680487740839,2.0,0.7,21,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39,180,3.9069767441860463,15.288372093023256,2,0.3023255813953488,0.046511627906976744,3.9069767441860463,3.335239361217052,-1.0589461538461884,0.05156795454544582,2.0,0.7,15,0.0,0.0,0,11,3.8,Y,1.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,188,4.0,34.99682539682539,11,0.06557377049180328,0.1746031746031746,4.0,2.758912212686507,-0.40566041207891257,0.644401369039313,2.0,0.7,14,0.0,1.0,1,11,4.6,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41,189,4.191358024691358,11.156172839506173,26,0.0759493670886076,0.16049382716049382,4.191358024691358,2.509900142796811,-0.8568561198788782,0.08773800324158204,2.0,0.7,10,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42,191,3.8968253968253967,10.047619047619051,23,0.04918032786885246,0.18253968253968253,3.8968253968253967,2.7652007343835976,-0.06004773653464041,0.6526298522949375,2.0,0.7,11,0.0,1.0,1,11,4.5,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43,192,4.274074074074074,24.39259259259259,16,0.44029850746268656,0.11851851851851852,4.274074074074074,2.5735882088722213,1.7031192316153734,0.7599580436756791,2.0,0.7,11,0.0,1.0,1,11,4.3,Y,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
